source_id,bar,onset_beats,duration_beats,source_staff,source_voice,source_midi,destination,sounding_midi,octave_shift,added_doubling,tie_chain
m50-n15-775,50,0.0,0.75,2,5,40,VC,40,0,False,m50-n15-775
m50-n15-776,50,0.75,0.25,2,5,47,VC,47,0,False,m50-n15-776
m50-n15-777,50,1.0,0.5,2,5,50,VC,50,0,False,m50-n15-777
m50-n15-778,50,1.5,0.5,2,5,47,VC,47,0,False,m50-n15-778
m50-n15-779,50,2.0,0.5,2,5,50,VC,50,0,False,m50-n15-779
m50-n15-780,50,2.5,0.5,2,5,47,VC,47,0,False,m50-n15-780
m50-n15-781,50,3.0,0.5,2,5,50,VC,50,0,False,m50-n15-781
m50-n15-782,50,3.5,0.5,2,5,52,VC,52,0,False,m50-n15-782
m51-n18-783,51,0.0,0.5,1,1,64,V1,64,0,False,m51-n18-783
m51-n18-784,51,0.5,0.5,1,1,62,V1,62,0,False,m51-n18-784
m51-n18-785,51,1.0,0.5,1,1,62,V1,62,0,False,m51-n18-785
m51-n18-786,51,1.5,0.25,1,1,59,V1,59,0,False,m51-n18-786
m51-n18-787,51,1.75,0.25,1,1,62,V1,62,0,False,m51-n18-787
m51-n18-788,51,3.0,1.0,1,1,59,VA,59,0,False,m51-n18-788
m51-n18-789,51,3.0,1.0,1,1,62,VA,62,0,False,m51-n18-789
m51-n18-790,51,3.0,1.0,1,1,66,V2,66,0,False,m51-n18-790
m51-n18-791,51,3.0,1.0,1,1,71,V1,71,0,False,m51-n18-791
m51-n18-792,51,0.0,0.75,2,5,35,VC,47,1,False,m51-n18-792
m51-n18-793,51,0.75,0.25,2,5,42,VC,42,0,False,m51-n18-793
m51-n18-794,51,1.0,0.5,2,5,45,VC,45,0,False,m51-n18-794
m51-n18-795,51,1.5,0.5,2,5,42,VC,42,0,False,m51-n18-795
m51-n18-796,51,2.0,0.5,2,5,45,VC,45,0,False,m51-n18-796
m51-n18-797,51,2.5,0.5,2,5,42,VC,42,0,False,m51-n18-797
m51-n18-798,51,3.0,0.5,2,5,45,VC,45,0,False,m51-n18-798
m51-n18-799,51,3.5,0.5,2,5,47,VC,47,0,False,m51-n18-799
m52-n21-800,52,0.5,0.5,1,1,59,VA,59,0,False,m52-n21-800
m52-n21-801,52,0.5,0.5,1,1,62,VA,62,0,False,m52-n21-801
m52-n21-802,52,0.5,0.5,1,1,66,V2,66,0,False,m52-n21-802
m52-n21-803,52,0.5,0.5,1,1,71,V1,71,0,False,m52-n21-803
m52-n21-804,52,1.5,0.5,1,1,59,VA,59,0,False,m52-n21-804
m52-n21-805,52,1.5,0.5,1,1,62,VA,62,0,False,m52-n21-805
m52-n21-806,52,1.5,0.5,1,1,66,V2,66,0,False,m52-n21-806
m52-n21-807,52,1.5,0.5,1,1,71,V1,71,0,False,m52-n21-807
m52-n21-808,52,3.5,0.5,1,1,62,V1,62,0,False,m52-n21-808
m52-n21-809,52,0.0,0.75,2,5,35,VC,47,1,False,m52-n21-809
m52-n21-810,52,0.75,0.25,2,5,42,VC,42,0,False,m52-n21-810
m52-n21-811,52,1.0,0.5,2,5,45,VC,45,0,False,m52-n21-811
m52-n21-812,52,1.5,0.5,2,5,42,VC,42,0,False,m52-n21-812
m52-n21-813,52,2.0,0.5,2,5,45,VC,45,0,False,m52-n21-813
m52-n21-814,52,2.5,0.5,2,5,42,VC,42,0,False,m52-n21-814
m52-n21-815,52,3.0,0.5,2,5,45,VC,45,0,False,m52-n21-815
m52-n21-816,52,3.5,0.5,2,5,47,VC,47,0,False,m52-n21-816
m53-n19-817,53,0.0,0.5,1,1,57,VA,57,0,False,m53-n19-817
m53-n19-818,53,0.0,0.5,1,1,60,VA,60,0,False,m53-n19-818
m53-n19-819,53,0.0,0.5,1,1,64,V2,64,0,False,m53-n19-819
m53-n19-820,53,0.0,0.5,1,1,69,V1,69,0,False,m53-n19-820
m53-n19-821,53,0.5,0.5,1,1,62,V1,62,0,False,m53-n19-821
m53-n19-822,53,1.0,0.5,1,1,62,V1,62,0,False,m53-n19-822
m53-n19-823,53,1.5,0.25,1,1,59,V1,59,0,False,m53-n19-823
m53-n19-824,53,1.75,0.25,1,1,62,V1,62,0,False,m53-n19-824
m53-n19-825,53,3.0,0.5,1,1,59,V1,59,0,False,m53-n19-825
m53-n19-826,53,3.5,0.5,1,1,62,V1,62,0,False,m53-n19-826
m53-n19-827,53,0.0,0.75,2,5,33,VC,45,1,False,m53-n19-827
m53-n19-828,53,0.75,0.25,2,5,40,VC,40,0,False,m53-n19-828
m53-n19-829,53,1.0,0.5,2,5,43,VC,43,0,False,m53-n19-829
m53-n19-830,53,1.5,0.5,2,5,40,VC,40,0,False,m53-n19-830
m53-n19-831,53,2.0,0.5,2,5,43,VC,43,0,False,m53-n19-831
m53-n19-832,53,2.5,0.5,2,5,40,VC,40,0,False,m53-n19-832
m53-n19-833,53,3.0,0.5,2,5,43,VC,43,0,False,m53-n19-833
m53-n19-834,53,3.5,0.5,2,5,45,VC,45,0,False,m53-n19-834
m54-n18-835,54,0.0,0.5,1,1,64,V1,64,0,False,m54-n18-835
m54-n18-836,54,0.5,0.5,1,1,62,V1,62,0,False,m54-n18-836
m54-n18-837,54,1.0,0.5,1,1,62,V1,62,0,False,m54-n18-837
m54-n18-838,54,1.5,0.25,1,1,59,V1,59,0,False,m54-n18-838
m54-n18-839,54,1.75,0.25,1,1,62,V1,62,0,False,m54-n18-839
m54-n18-840,54,3.0,1.0,1,1,59,VA,59,0,False,m54-n18-840
m54-n18-841,54,3.0,1.0,1,1,62,VA,62,0,False,m54-n18-841
m54-n18-842,54,3.0,1.0,1,1,66,V2,66,0,False,m54-n18-842
m54-n18-843,54,3.0,1.0,1,1,71,V1,71,0,False,m54-n18-843
m54-n18-844,54,0.0,0.75,2,5,35,VC,47,1,False,m54-n18-844
m54-n18-845,54,0.75,0.25,2,5,42,VC,42,0,False,m54-n18-845
m54-n18-846,54,1.0,0.5,2,5,45,VC,45,0,False,m54-n18-846
m54-n18-847,54,1.5,0.5,2,5,42,VC,42,0,False,m54-n18-847
m54-n18-848,54,2.0,0.5,2,5,45,VC,45,0,False,m54-n18-848
m54-n18-849,54,2.5,0.5,2,5,42,VC,42,0,False,m54-n18-849
m54-n18-850,54,3.0,0.5,2,5,45,VC,45,0,False,m54-n18-850
m54-n18-851,54,3.5,0.5,2,5,47,VC,47,0,False,m54-n18-851
m55-n18-852,55,0.0,0.5,1,1,64,V1,64,0,False,m55-n18-852
m55-n18-853,55,0.5,0.5,1,1,62,V1,62,0,False,m55-n18-853
m55-n18-854,55,1.0,0.5,1,1,62,V1,62,0,False,m55-n18-854
m55-n18-855,55,1.5,0.25,1,1,59,V1,59,0,False,m55-n18-855
m55-n18-856,55,1.75,0.25,1,1,62,V1,62,0,False,m55-n18-856
m55-n18-857,55,2.0,0.5,1,1,62,V1,62,0,False,m55-n18-856
m55-n18-858,55,2.5,0.5,1,1,59,V1,59,0,False,m55-n18-858
m55-n18-859,55,3.5,0.25,1,1,67,V1,67,0,False,m55-n18-859
m55-n18-860,55,3.75,0.25,1,1,67,V1,67,0,False,m55-n18-860
m55-n18-861,55,0.0,1.0,2,5,36,VC,36,0,False,m55-n18-861
m55-n18-862,55,0.0,1.0,2,5,48,VA,48,0,False,m55-n18-862
m55-n18-863,55,1.0,1.0,2,5,36,VC,36,0,False,m55-n18-863
m55-n18-864,55,1.0,1.0,2,5,48,VA,48,0,False,m55-n18-864
m55-n18-865,55,2.0,1.0,2,5,36,VC,36,0,False,m55-n18-865
m55-n18-866,55,2.0,1.0,2,5,48,VA,48,0,False,m55-n18-866
m55-n18-867,55,3.0,1.0,2,5,36,VC,36,0,False,m55-n18-867
m55-n18-868,55,3.0,1.0,2,5,48,VA,48,0,False,m55-n18-868
m56-n19-869,56,0.0,0.5,1,1,76,V1,76,0,False,m56-n19-869
m56-n19-870,56,0.5,0.5,1,1,71,V2,71,0,False,m56-n19-870
m56-n19-871,56,0.5,0.5,1,1,74,V1,74,0,False,m56-n19-871
m56-n19-872,56,1.0,0.5,1,1,74,V1,74,0,False,m56-n19-872
m56-n19-873,56,1.5,0.25,1,1,71,V1,71,0,False,m56-n19-873
m56-n19-874,56,1.75,0.25,1,1,74,V1,74,0,False,m56-n19-874
m56-n19-875,56,2.5,0.5,1,1,71,V1,71,0,False,m56-n19-875
m56-n19-876,56,3.0,0.25,1,1,69,V1,69,0,False,m56-n19-876
m56-n19-877,56,3.25,0.25,1,1,67,V1,67,0,False,m56-n19-877
m56-n19-878,56,3.5,0.5,1,1,64,V1,64,0,False,m56-n19-878
m56-n19-879,56,0.0,1.0,2,5,38,VC,38,0,False,m56-n19-879
m56-n19-880,56,0.0,1.0,2,5,50,VA,50,0,False,m56-n19-880
m56-n19-881,56,1.0,1.0,2,5,38,VC,38,0,False,m56-n19-881
m56-n19-882,56,1.0,1.0,2,5,50,VA,50,0,False,m56-n19-882
m56-n19-883,56,2.0,1.0,2,5,38,VC,38,0,False,m56-n19-883
m56-n19-884,56,2.0,1.0,2,5,50,VA,50,0,False,m56-n19-884
m56-n19-885,56,3.0,1.0,2,5,38,VC,38,0,False,m56-n19-885
m56-n19-886,56,3.0,1.0,2,5,50,VA,50,0,False,m56-n19-886
m57-n25-887,57,0.0,3.0,1,1,74,VA,74,0,False,m57-n25-887
m57-n25-888,57,0.0,3.0,1,1,78,VA,78,0,False,m57-n25-888
m57-n25-889,57,0.0,3.0,1,1,81,V2,81,0,False,m57-n25-889
m57-n25-890,57,0.0,3.0,1,1,86,V1,86,0,False,m57-n25-890
m57-n25-891,57,3.0,0.5,1,1,76,VA,76,0,False,m57-n25-891
m57-n25-892,57,3.0,0.5,1,1,83,V2,83,0,False,m57-n25-892
m57-n25-893,57,3.0,0.5,1,1,88,V1,88,0,False,m57-n25-893
m57-n25-894,57,3.5,0.5,1,1,64,VA,64,0,False,m57-n25-894
m57-n25-895,57,3.5,0.5,1,1,67,VA,67,0,False,m57-n25-895
m57-n25-896,57,3.5,0.5,1,1,71,V2,71,0,False,m57-n25-896
m57-n25-897,57,3.5,0.5,1,1,76,V1,76,0,False,m57-n25-897
m57-n25-898,57,0.0,1.0,2,5,38,VC,38,0,False,m57-n25-898
m57-n25-899,57,0.0,1.0,2,5,42,VC,42,0,False,m57-n25-899
m57-n25-900,57,0.0,1.0,2,5,45,VC,45,0,False,m57-n25-900
m57-n25-901,57,2.0,0.5,2,5,50,VC,50,0,False,m57-n25-901
m57-n25-902,57,2.0,0.5,2,5,62,V2,62,0,False,m57-n25-902
m57-n25-903,57,2.5,0.5,2,5,50,VC,50,0,False,m57-n25-903
m57-n25-904,57,2.5,0.5,2,5,62,V2,62,0,False,m57-n25-904
m57-n25-905,57,3.0,0.5,2,5,52,VC,52,0,False,m57-n25-905
m57-n25-906,57,3.0,0.5,2,5,59,VA,59,0,False,m57-n25-906
m57-n25-907,57,3.0,0.5,2,5,64,V2,64,0,False,m57-n25-907
m57-n25-908,57,3.5,0.5,2,5,55,VC,55,0,False,m57-n25-908
m57-n25-909,57,3.5,0.5,2,5,62,VA,62,0,False,m57-n25-909
m57-n25-910,57,3.5,0.5,2,5,67,V2,67,0,False,m57-n25-910
m58-n12-911,58,0.0,4.0,1,1,64,VA,64,0,False,m57-n25-894
m58-n12-912,58,0.0,4.0,1,1,67,VA,67,0,False,m57-n25-895
m58-n12-913,58,0.0,4.0,1,1,71,V2,71,0,False,m57-n25-896
m58-n12-914,58,0.0,4.0,1,1,76,V1,76,0,False,m57-n25-897
m58-n12-915,58,0.0,0.5,2,5,55,VC,55,0,False,m57-n25-908
m58-n12-916,58,0.0,0.5,2,5,62,VA,62,0,False,m57-n25-909
m58-n12-917,58,0.0,0.5,2,5,67,V2,67,0,False,m57-n25-910
m58-n12-918,58,0.5,1.5,2,5,52,VC,52,0,False,m58-n12-918
m58-n12-919,58,0.5,1.5,2,5,55,VA,55,0,False,m58-n12-919
m58-n12-920,58,0.5,1.5,2,5,59,VA,59,0,False,m58-n12-920
m58-n12-921,58,0.5,1.5,2,5,64,V2,64,0,False,m58-n12-921
m59-n25-922,59,0.0,3.0,1,1,74,VA,74,0,False,m59-n25-922
m59-n25-923,59,0.0,3.0,1,1,78,VA,78,0,False,m59-n25-923
m59-n25-924,59,0.0,3.0,1,1,81,V2,81,0,False,m59-n25-924
m59-n25-925,59,0.0,3.0,1,1,86,V1,86,0,False,m59-n25-925
m59-n25-926,59,3.0,0.5,1,1,76,VA,76,0,False,m59-n25-926
m59-n25-927,59,3.0,0.5,1,1,79,VA,79,0,False,m59-n25-927
m59-n25-928,59,3.0,0.5,1,1,83,V2,83,0,False,m59-n25-928
m59-n25-929,59,3.0,0.5,1,1,88,V1,88,0,False,m59-n25-929
m59-n25-930,59,3.5,0.5,1,1,64,VA,64,0,False,m59-n25-930
m59-n25-931,59,3.5,0.5,1,1,67,VA,67,0,False,m59-n25-931
m59-n25-932,59,3.5,0.5,1,1,71,V2,71,0,False,m59-n25-932
m59-n25-933,59,3.5,0.5,1,1,76,V1,76,0,False,m59-n25-933
m59-n25-934,59,0.0,1.0,2,5,38,VC,38,0,False,m59-n25-934
m59-n25-935,59,0.0,1.0,2,5,42,VC,42,0,False,m59-n25-935
m59-n25-936,59,0.0,1.0,2,5,45,VC,45,0,False,m59-n25-936
m59-n25-937,59,2.0,0.5,2,5,50,VC,50,0,False,m59-n25-937
m59-n25-938,59,2.0,0.5,2,5,62,V2,62,0,False,m59-n25-938
m59-n25-939,59,2.5,0.5,2,5,52,VC,52,0,False,m59-n25-939
m59-n25-940,59,2.5,0.5,2,5,64,V2,64,0,False,m59-n25-940
m59-n25-941,59,3.0,0.5,2,5,55,VC,55,0,False,m59-n25-941
m59-n25-942,59,3.0,0.5,2,5,67,V2,67,0,False,m59-n25-942
m59-n25-943,59,3.5,0.5,2,5,52,VC,52,0,False,m59-n25-943
m59-n25-944,59,3.5,0.5,2,5,55,VA,55,0,False,m59-n25-944
m59-n25-945,59,3.5,0.5,2,5,59,VA,59,0,False,m59-n25-945
m60-n20-946,60,0.0,0.5,1,1,64,VA,64,0,False,m59-n25-930
m60-n20-947,60,0.0,0.5,1,1,67,VA,67,0,False,m59-n25-931
m60-n20-948,60,0.0,0.5,1,1,71,V2,71,0,False,m59-n25-932
m60-n20-949,60,0.0,0.5,1,1,76,V1,76,0,False,m59-n25-933
m60-n20-950,60,0.5,0.5,1,1,59,VA,59,0,False,m60-n20-950
m60-n20-951,60,0.5,0.5,1,1,64,V2,64,0,False,m60-n20-951
m60-n20-952,60,0.5,0.5,1,1,67,V1,67,0,False,m60-n20-952
m60-n20-953,60,1.5,0.5,1,1,59,VA,59,0,False,m60-n20-953
m60-n20-954,60,1.5,0.5,1,1,64,V2,64,0,False,m60-n20-954
m60-n20-955,60,1.5,0.5,1,1,67,V1,67,0,False,m60-n20-955
m60-n20-956,60,2.5,0.5,1,1,59,VA,59,0,False,m60-n20-956
m60-n20-957,60,2.5,0.5,1,1,64,V2,64,0,False,m60-n20-957
m60-n20-958,60,2.5,0.5,1,1,67,V1,67,0,False,m60-n20-958
m60-n20-959,60,0.0,2.0,2,5,52,VC,52,0,False,m59-n25-943
m60-n20-960,60,0.0,2.0,2,5,55,VA,55,0,False,m59-n25-944
m60-n20-961,60,0.0,2.0,2,5,59,VA,59,0,False,m59-n25-945
m61-n24-962,61,0.0,3.0,1,1,74,VA,74,0,False,m61-n24-962
m61-n24-963,61,0.0,3.0,1,1,81,V2,81,0,False,m61-n24-963
m61-n24-964,61,0.0,3.0,1,1,86,V1,86,0,False,m61-n24-964
m61-n24-965,61,3.0,0.5,1,1,76,VA,76,0,False,m61-n24-965
m61-n24-966,61,3.0,0.5,1,1,83,V2,83,0,False,m61-n24-966
m61-n24-967,61,3.0,0.5,1,1,88,V1,88,0,False,m61-n24-967
m61-n24-968,61,3.5,0.5,1,1,64,VA,64,0,False,m61-n24-968
m61-n24-969,61,3.5,0.5,1,1,67,VA,67,0,False,m61-n24-969
m61-n24-970,61,3.5,0.5,1,1,71,V2,71,0,False,m61-n24-970
m61-n24-971,61,3.5,0.5,1,1,76,V1,76,0,False,m61-n24-971
m61-n24-972,61,0.0,1.0,2,5,38,VC,38,0,False,m61-n24-972
m61-n24-973,61,0.0,1.0,2,5,42,VC,42,0,False,m61-n24-973
m61-n24-974,61,0.0,1.0,2,5,45,VC,45,0,False,m61-n24-974
m61-n24-975,61,2.0,0.5,2,5,50,VC,50,0,False,m61-n24-975
m61-n24-976,61,2.0,0.5,2,5,62,V2,62,0,False,m61-n24-976
m61-n24-977,61,2.5,0.5,2,5,50,VC,50,0,False,m61-n24-977
m61-n24-978,61,2.5,0.5,2,5,62,V2,62,0,False,m61-n24-978
m61-n24-979,61,3.0,0.5,2,5,52,VC,52,0,False,m61-n24-979
m61-n24-980,61,3.0,0.5,2,5,59,VA,59,0,False,m61-n24-980
m61-n24-981,61,3.0,0.5,2,5,64,V2,64,0,False,m61-n24-981
m61-n24-982,61,3.5,0.5,2,5,55,VC,55,0,False,m61-n24-982
m61-n24-983,61,3.5,0.5,2,5,62,VA,62,0,False,m61-n24-983
m61-n24-984,61,3.5,0.5,2,5,67,V2,67,0,False,m61-n24-984
m62-n12-985,62,0.0,4.0,1,1,64,VA,64,0,False,m61-n24-968
m62-n12-986,62,0.0,4.0,1,1,67,VA,67,0,False,m61-n24-969
m62-n12-987,62,0.0,4.0,1,1,71,V2,71,0,False,m61-n24-970
m62-n12-988,62,0.0,4.0,1,1,76,V1,76,0,False,m61-n24-971
m62-n12-989,62,0.0,0.5,2,5,55,VC,55,0,False,m61-n24-982
m62-n12-990,62,0.0,0.5,2,5,62,VA,62,0,False,m61-n24-983
m62-n12-991,62,0.0,0.5,2,5,67,V2,67,0,False,m61-n24-984
m62-n12-992,62,0.5,1.5,2,5,52,VC,52,0,False,m62-n12-992
m62-n12-993,62,0.5,1.5,2,5,55,VA,55,0,False,m62-n12-993
m62-n12-994,62,0.5,1.5,2,5,59,VA,59,0,False,m62-n12-994
m62-n12-995,62,0.5,1.5,2,5,64,V2,64,0,False,m62-n12-995
m63-n24-996,63,0.0,3.0,1,1,74,VA,74,0,False,m63-n24-996
m63-n24-997,63,0.0,3.0,1,1,81,V2,81,0,False,m63-n24-997
m63-n24-998,63,0.0,3.0,1,1,86,V1,86,0,False,m63-n24-998
m63-n24-999,63,3.0,0.5,1,1,76,VA,76,0,False,m63-n24-999
m63-n24-1000,63,3.0,0.5,1,1,79,VA,79,0,False,m63-n24-1000
m63-n24-1001,63,3.0,0.5,1,1,83,V2,83,0,False,m63-n24-1001
m63-n24-1002,63,3.0,0.5,1,1,88,V1,88,0,False,m63-n24-1002
m63-n24-1003,63,3.5,0.5,1,1,64,VA,64,0,False,m63-n24-1003
m63-n24-1004,63,3.5,0.5,1,1,67,VA,67,0,False,m63-n24-1004
m63-n24-1005,63,3.5,0.5,1,1,71,V2,71,0,False,m63-n24-1005
m63-n24-1006,63,3.5,0.5,1,1,76,V1,76,0,False,m63-n24-1006
m63-n24-1007,63,0.0,1.0,2,5,38,VC,38,0,False,m63-n24-1007
m63-n24-1008,63,0.0,1.0,2,5,42,VC,42,0,False,m63-n24-1008
m63-n24-1009,63,0.0,1.0,2,5,45,VC,45,0,False,m63-n24-1009
m63-n24-1010,63,2.0,0.5,2,5,50,VC,50,0,False,m63-n24-1010
m63-n24-1011,63,2.0,0.5,2,5,62,V2,62,0,False,m63-n24-1011
m63-n24-1012,63,2.5,0.5,2,5,52,VC,52,0,False,m63-n24-1012
m63-n24-1013,63,2.5,0.5,2,5,64,V2,64,0,False,m63-n24-1013
m63-n24-1014,63,3.0,0.5,2,5,55,VC,55,0,False,m63-n24-1014
m63-n24-1015,63,3.0,0.5,2,5,67,V2,67,0,False,m63-n24-1015
m63-n24-1016,63,3.5,0.5,2,5,52,VC,52,0,False,m63-n24-1016
m63-n24-1017,63,3.5,0.5,2,5,55,VA,55,0,False,m63-n24-1017
m63-n24-1018,63,3.5,0.5,2,5,59,VA,59,0,False,m63-n24-1018
m64-n18-1019,64,0.0,0.5,1,1,64,VA,64,0,False,m63-n24-1003
m64-n18-1020,64,0.0,0.5,1,1,67,VA,67,0,False,m63-n24-1004
m64-n18-1021,64,0.0,0.5,1,1,71,V2,71,0,False,m63-n24-1005
m64-n18-1022,64,0.0,0.5,1,1,76,V1,76,0,False,m63-n24-1006
m64-n18-1023,64,0.5,0.5,1,1,59,VA,59,0,False,m64-n18-1023
m64-n18-1024,64,0.5,0.5,1,1,64,V2,64,0,False,m64-n18-1024
m64-n18-1025,64,0.5,0.5,1,1,67,V1,67,0,False,m64-n18-1025
m64-n18-1026,64,1.5,0.5,1,1,59,VA,59,0,False,m64-n18-1026
m64-n18-1027,64,1.5,0.5,1,1,64,V2,64,0,False,m64-n18-1027
m64-n18-1028,64,1.5,0.5,1,1,67,V1,67,0,False,m64-n18-1028
m64-n18-1029,64,3.0,0.5,1,1,62,V1,62,0,False,m64-n18-1029
m64-n18-1030,64,3.5,0.5,1,1,62,V1,62,0,False,m64-n18-1030
m64-n18-1031,64,0.0,2.0,2,5,52,VC,52,0,False,m63-n24-1016
m64-n18-1032,64,0.0,2.0,2,5,55,VA,55,0,False,m63-n24-1017
m64-n18-1033,64,0.0,2.0,2,5,59,VA,59,0,False,m63-n24-1018
m65-n19-1034,65,0.0,3.0,1,1,78,VA,78,0,False,m65-n19-1034
m65-n19-1035,65,0.0,3.0,1,1,81,V2,81,0,False,m65-n19-1035
m65-n19-1036,65,0.0,3.0,1,1,90,V1,90,0,False,m65-n19-1036
m65-n19-1037,65,3.0,0.5,1,1,79,V2,79,0,False,m65-n19-1037
m65-n19-1038,65,3.0,0.5,1,1,91,V1,91,0,False,m65-n19-1038
m65-n19-1039,65,3.5,0.5,1,1,76,V2,76,0,False,m65-n19-1039
m65-n19-1040,65,3.5,0.5,1,1,88,V1,88,0,False,m65-n19-1040
m65-n19-1041,65,0.0,0.5,2,5,71,VA,71,0,False,m65-n19-1041
m65-n19-1042,65,0.0,0.5,2,5,74,V2,74,0,False,m65-n19-1042
m65-n19-1043,65,0.5,0.5,2,5,71,VA,71,0,False,m65-n19-1043
m65-n19-1044,65,0.5,0.5,2,5,74,V2,74,0,False,m65-n19-1044
m65-n19-1045,65,1.0,0.5,2,5,71,VA,71,0,False,m65-n19-1045
m65-n19-1046,65,1.0,0.5,2,5,74,V2,74,0,False,m65-n19-1046
m65-n19-1047,65,1.5,0.5,2,5,71,VA,71,0,False,m65-n19-1047
m65-n19-1048,65,1.5,0.5,2,5,74,V2,74,0,False,m65-n19-1048
m65-n19-1049,65,2.0,1.0,2,5,71,VA,71,0,False,m65-n19-1049
m65-n19-1050,65,2.0,1.0,2,5,74,V2,74,0,False,m65-n19-1050
m65-n19-1051,65,3.0,0.5,2,5,69,VA,69,0,False,m65-n19-1051
m65-n19-1052,65,3.5,0.5,2,5,72,VA,72,0,False,m65-n19-1052
m66-n7-1053,66,0.0,4.0,1,1,76,V2,76,0,False,m65-n19-1039
m66-n7-1054,66,0.0,4.0,1,1,88,V1,88,0,False,m65-n19-1040
m66-n7-1055,66,0.0,0.5,2,5,72,VA,72,0,False,m65-n19-1052
m66-n7-1056,66,0.5,1.0,2,5,71,VA,71,0,False,m66-n7-1056
m66-n7-1057,66,1.5,1.0,2,5,67,VA,67,0,False,m66-n7-1057
m66-n7-1058,66,2.5,1.0,2,5,69,VA,69,0,False,m66-n7-1058
m66-n7-1059,66,3.5,0.5,2,5,62,VA,62,0,False,m66-n7-1059
m67-n19-1060,67,0.0,3.0,1,1,78,VA,78,0,False,m67-n19-1060
m67-n19-1061,67,0.0,3.0,1,1,81,V2,81,0,False,m67-n19-1061
m67-n19-1062,67,0.0,3.0,1,1,90,V1,90,0,False,m67-n19-1062
m67-n19-1063,67,3.0,0.5,1,1,79,V2,79,0,False,m67-n19-1063
m67-n19-1064,67,3.0,0.5,1,1,91,V1,91,0,False,m67-n19-1064
m67-n19-1065,67,3.5,0.5,1,1,76,V2,76,0,False,m67-n19-1065
m67-n19-1066,67,3.5,0.5,1,1,88,V1,88,0,False,m67-n19-1066
m67-n19-1067,67,0.0,0.5,2,5,71,VA,71,0,False,m67-n19-1067
m67-n19-1068,67,0.0,0.5,2,5,74,V2,74,0,False,m67-n19-1068
m67-n19-1069,67,0.5,0.5,2,5,71,VA,71,0,False,m67-n19-1069
m67-n19-1070,67,0.5,0.5,2,5,74,V2,74,0,False,m67-n19-1070
m67-n19-1071,67,1.0,0.5,2,5,71,VA,71,0,False,m67-n19-1071
m67-n19-1072,67,1.0,0.5,2,5,74,V2,74,0,False,m67-n19-1072
m67-n19-1073,67,1.5,0.5,2,5,71,VA,71,0,False,m67-n19-1073
m67-n19-1074,67,1.5,0.5,2,5,74,V2,74,0,False,m67-n19-1074
m67-n19-1075,67,2.0,1.0,2,5,71,VA,71,0,False,m67-n19-1075
m67-n19-1076,67,2.0,1.0,2,5,74,V2,74,0,False,m67-n19-1076
m67-n19-1077,67,3.0,0.5,2,5,69,VA,69,0,False,m67-n19-1077
m67-n19-1078,67,3.5,0.5,2,5,71,VA,71,0,False,m67-n19-1078
m68-n5-1079,68,0.0,4.0,1,1,76,V2,76,0,False,m67-n19-1065
m68-n5-1080,68,0.0,4.0,1,1,88,V1,88,0,False,m67-n19-1066
m68-n5-1081,68,0.0,1.0,2,5,71,VA,71,0,False,m67-n19-1078
m69-n19-1082,69,0.0,3.0,1,1,78,VA,78,0,False,m69-n19-1082
m69-n19-1083,69,0.0,3.0,1,1,81,V2,81,0,False,m69-n19-1083
m69-n19-1084,69,0.0,3.0,1,1,90,V1,90,0,False,m69-n19-1084
m69-n19-1085,69,3.0,0.5,1,1,79,V2,79,0,False,m69-n19-1085
m69-n19-1086,69,3.0,0.5,1,1,91,V1,91,0,False,m69-n19-1086
m69-n19-1087,69,3.5,0.5,1,1,76,V2,76,0,False,m69-n19-1087
m69-n19-1088,69,3.5,0.5,1,1,88,V1,88,0,False,m69-n19-1088
m69-n19-1089,69,0.0,0.5,2,5,71,VA,71,0,False,m69-n19-1089
m69-n19-1090,69,0.0,0.5,2,5,74,V2,74,0,False,m69-n19-1090
m69-n19-1091,69,0.5,0.5,2,5,71,VA,71,0,False,m69-n19-1091
m69-n19-1092,69,0.5,0.5,2,5,74,V2,74,0,False,m69-n19-1092
m69-n19-1093,69,1.0,0.5,2,5,71,VA,71,0,False,m69-n19-1093
m69-n19-1094,69,1.0,0.5,2,5,74,V2,74,0,False,m69-n19-1094
m69-n19-1095,69,1.5,0.5,2,5,71,VA,71,0,False,m69-n19-1095
m69-n19-1096,69,1.5,0.5,2,5,74,V2,74,0,False,m69-n19-1096
m69-n19-1097,69,2.0,0.5,2,5,71,VA,71,0,False,m69-n19-1097
m69-n19-1098,69,2.0,0.5,2,5,74,V2,74,0,False,m69-n19-1098
m69-n19-1099,69,2.5,1.0,2,5,69,VA,69,0,False,m69-n19-1099
m69-n19-1100,69,3.5,0.5,2,5,72,VA,72,0,False,m69-n19-1100
m70-n7-1101,70,0.0,4.0,1,1,76,V2,76,0,False,m69-n19-1087
m70-n7-1102,70,0.0,4.0,1,1,88,V1,88,0,False,m69-n19-1088
m70-n7-1103,70,0.0,0.5,2,5,72,VA,72,0,False,m69-n19-1100
m70-n7-1104,70,0.5,1.0,2,5,71,VA,71,0,False,m70-n7-1104
m70-n7-1105,70,1.5,1.5,2,5,67,VA,67,0,False,m70-n7-1105
m70-n7-1106,70,3.0,0.5,2,5,64,VA,64,0,False,m70-n7-1106
m70-n7-1107,70,3.5,0.5,2,5,67,VA,67,0,False,m70-n7-1107
m71-n15-1108,71,1.5,0.5,1,1,71,V1,71,0,False,m71-n15-1108
